Gene,Chromosome,Arm,Start,End,Gene_Length
STS,X,p,7147237,7804358,657121
MIR4767,X,p,7147860,7147937,77
VCX,X,p,7842262,7844143,1881
PNPLA4,X,p,7898247,7927739,29492
MIR651,X,p,8126965,8127061,96
VCX2,X,p,8169944,8171267,1323
VCX3B,X,p,8464830,8466510,1680
ANOS1,X,p,8528874,8732137,203263
DRAXINP1,X,p,8783514,8784461,947
FAM9A,X,p,8790795,8801383,10588
ANAPC15P1,X,p,8856665,8857059,394
NOLC1P1,X,p,8980425,8982505,2080
FAM9B,X,p,9024232,9295682,271450
RNA5SP499,X,p,9133828,9133946,118
BRK1P1,X,p,9179385,9179606,221
TBL1X,X,p,9463320,9741037,277717
GPR143,X,p,9725346,9786297,60951
SHROOM2,X,p,9786429,9949443,163014
EIF5P1,X,p,9818239,9819469,1230
HMGN1P33,X,p,9865093,9865543,450
CLDN34,X,p,9967358,9968352,994
WWC3,X,p,10015254,10144474,129220
WWC3-AS1,X,p,10024842,10038654,13812
CLCN4,X,p,10156975,10237660,80685
MID1,X,p,10445310,10833654,388344
RNU6-800P,X,p,10582817,10582919,102
HCCS-DT,X,p,10847578,11111220,263642
HCCS,X,p,11111301,11123086,11785
ARHGAP6,X,p,11117651,11665920,548269
FAM9CP1,X,p,11221348,11225731,4383
AMELX,X,p,11293413,11300761,7348
MIR548AX,X,p,11318614,11318686,72
GOT2P7,X,p,11334233,11335901,1668
LIMK2P1,X,p,11704123,11705590,1467
MSL3,X,p,11758159,11775772,17613
FRMPD4,X,p,11822423,12724523,902100
FRMPD4-AS1,X,p,12373167,12375133,1966
RPL17P49,X,p,12395757,12396167,410
RN7SKP290,X,p,12614003,12614197,194
PRPS2,X,p,12791355,12824222,32867
PSMA6P2,X,p,12825840,12826833,993
MRPL35P4,X,p,12844865,12845430,565
TLR7,X,p,12867072,12890361,23289
TLR8-AS1,X,p,12902817,12908333,5516
TLR8,X,p,12906620,12923169,16549
TMSB4X,X,p,12975110,12977227,2117
FAM9C,X,p,13035617,13044682,9065
LINC02154,X,p,13266041,13303452,37411
GS1-600G8.3,X,p,13310652,13319933,9281
ATXN3L,X,p,13318647,13320053,1406
LINC01203,X,p,13333952,13403035,69083
GPX1P1,X,p,13378735,13379340,605
EGFL6,X,p,13569601,13633575,63974
RPL30P15,X,p,13574746,13575066,320
MIR6086,X,p,13590292,13590346,54
RN7SKP20,X,p,13596236,13596548,312
TCEANC,X,p,13653112,13681964,28852
RAB9A,X,p,13689128,13710504,21376
TRAPPC2,X,p,13712244,13734635,22391
OFD1,X,p,13734743,13777955,43212
GPM6B,X,p,13770939,13938638,167699
GEMIN8,X,p,14006726,14029893,23167
UBE2E4P,X,p,14244382,14244928,546
GLRA2,X,p,14529298,14731812,202514
FANCB,X,p,14690388,14873255,182867
NPM1P9,X,p,14834476,14835319,843
MOSPD2,X,p,14873421,14922327,48906
TPT1P14,X,p,14977959,14978463,504
RPL35AP37,X,p,15117437,15117768,331
ASB9,X,p,15235288,15270467,35179
ASB11,X,p,15281697,15315640,33943
PIGA,X,p,15319452,15335554,16102
VEGFD,X,p,15345596,15384413,38817
PIR,X,p,15384799,15493564,108765
BMX,X,p,15464246,15556529,92283
ACE2,X,p,15494566,15607236,112670
ACE2-DT,X,p,15602881,15621484,18603
CLTRN,X,p,15627318,15675012,47694
CA5BP1,X,p,15681053,15703192,22139
CA5B,X,p,15688830,15788411,99581
INE2,X,p,15785716,15787589,1873
ZRSR2,X,p,15790156,15830694,40538
AP1S2,X,p,15825806,15854931,29125
RNU5F-7P,X,p,15916189,15916303,114
SETP15,X,p,15917548,15918631,1083
GRPR,X,p,16123565,16153518,29953
MAGEB17,X,p,16167481,16171464,3983
RPL6P30,X,p,16198428,16199289,861
RN7SL658P,X,p,16539137,16539439,302
CTPS2,X,p,16587999,16712936,124937
MIR548AM,X,p,16627012,16627085,73
S100G,X,p,16650158,16654670,4512
SYAP1,X,p,16719612,16765340,45728
RNU7-56P,X,p,16767844,16767905,61
TXLNG,X,p,16786432,16844519,58087
RPL12P49,X,p,16803233,16803353,120
RBBP7,X,p,16839283,16870362,31079
RNU4-6P,X,p,16875146,16875267,121
SLC35C2P1,X,p,16897651,16898521,870
REPS2,X,p,16946658,17153272,206614
CBX1P2,X,p,17099782,17100239,457
CBX1P4,X,p,17282637,17283093,456
NHS,X,p,17375200,17735994,360794
MIR4768,X,p,17425881,17425954,73
NHS-AS1,X,p,17552349,17557387,5038
CHP1P3,X,p,17705339,17705691,352
SCML1,X,p,17737449,17754988,17539
FAM136GP,X,p,17769005,17769398,393
RAI2,X,p,17800049,17861337,61288
MDM4P1,X,p,17933349,17934823,1474
LINC01456,X,p,17970197,18104644,134447
BEND2,X,p,18162931,18220886,57955
SCML2,X,p,18239313,18354688,115375
TMSB10P2,X,p,18341216,18341346,130
CDKL5,X,p,18425583,18653629,228046
GJA6P,X,p,18535079,18536120,1041
RS1,X,p,18639688,18672108,32420
PPEF1,X,p,18675909,18827921,152012
PPEF1-AS1,X,p,18688643,18691604,2961
BLOC1S6P1,X,p,18838709,18839452,743
HAUS1P2,X,p,18865771,18866554,783
PHKA2-AS1,X,p,18890296,18894974,4678
PHKA2,X,p,18892298,18984114,91816
RN7SL48P,X,p,18915243,18915535,292
ADGRG2,X,p,18989307,19122637,133330
PDHA1,X,p,19343893,19361718,17825
MAP3K15,X,p,19360056,19515508,155452
EIF5P2,X,p,19496378,19497721,1343
SH3KBP1,X,p,19533977,19887600,353623
BCLAF3,X,p,19912860,19991061,78201
MAP7D2,X,p,20006713,20116907,110194
MIR23C,X,p,20017088,20017187,99
EIF1AX,X,p,20124525,20141838,17313
EIF1AX-AS1,X,p,20139968,20140444,476
RPS6KA3,X,p,20149911,20267519,117608
RN7SKP183,X,p,20452108,20452431,323
RNU6-133P,X,p,21214637,21214743,106
CNKSR2,X,p,21372801,21654695,281894
RARRES2P3,X,p,21421822,21422294,472
KLHL34,X,p,21654690,21658330,3640
SMPX,X,p,21705978,21758116,52138
MBTPS2,X,p,21839617,21885423,45806
YY2,X,p,21855987,21858740,2753
CYTH1P1,X,p,21939461,21940160,699
SMS,X,p,21940709,21994837,54128
PHEX,X,p,22032325,22494713,462388
PHEX-AS1,X,p,22162733,22172983,10250
PTCHD1-AS,X,p,22191895,22235358,43463
CBLL2,X,p,22272913,22274461,1548
METTL15P3,X,p,22435598,22436818,1220
RNU6-266P,X,p,22527835,22527941,106
DDX53,X,p,22999960,23003589,3629
FAM3C2P,X,p,23075758,23076767,1009
PDCL2P1,X,p,23198339,23198690,351
PTCHD1,X,p,23334849,23404374,69525
HIKESHIP1,X,p,23351013,23351450,437
PRDX4,X,p,23664262,23686397,22135
ACOT9,X,p,23701055,23766475,65420
SAT1,X,p,23783173,23786210,3037
APOO,X,p,23833353,23907938,74585
RPL9P7,X,p,23836742,23837321,579
CXorf58,X,p,23908006,23939509,31503
KLHL15,X,p,23983716,24027186,43470
EIF2S3,X,p,24054946,24078810,23864
ZFX-AS1,X,p,24146225,24149654,3429
ZFX,X,p,24149173,24216255,67082
SUPT20HL2,X,p,24308210,24314069,5859
SUPT20HL1,X,p,24360639,24367839,7200
RPS26P58,X,p,24429573,24429920,347
PDK3,X,p,24465244,24550466,85222
SNRPEP9,X,p,24513450,24513687,237
PCYT1B,X,p,24558087,24672677,114590
H2BP7,X,p,24632257,24632601,344
PCYT1B-AS1,X,p,24650073,24658237,8164
POLA1,X,p,24693873,24996986,303113
SCARNA23,X,p,24744441,24744570,129
EEF1B2P3,X,p,24788392,24789069,677
ARX,X,p,25003694,25016420,12726
PAFAH1B2P1,X,p,25029545,25030235,690
RN7SL91P,X,p,25060649,25060939,290
METTL1P1,X,p,25194381,25195207,826
RPP40P1,X,p,25591353,25591808,455
RANBP1P1,X,p,25645722,25646327,605
MAGEB18,X,p,26138343,26140736,2393
MAGEB6B,X,p,26160601,26162410,1809
MAGEB6,X,p,26192440,26195646,3206
MAGEB5,X,p,26216169,26218270,2101
FMN2P1,X,p,26496936,26505603,8667
VENTXP1,X,p,26557675,26881029,323354
RPL7P58,X,p,26686026,26687955,1929
HMGA1P1,X,p,26748029,26749090,1061
RNU1-142P,X,p,26790142,26790286,144
AMZ2P3,X,p,27218131,27218678,547
PTP4A1P5,X,p,27427777,27428231,454
PPP4R3C,X,p,27460207,27463341,3134
RDXP2,X,p,27517771,27517881,110
RDXP3,X,p,27517884,27519759,1875
DCAF8L2,X,p,27590344,27749942,159598
MAGEB10,X,p,27807990,27823014,15024
VKORC1P1,X,p,27863893,27864349,456
ORC1P1,X,p,27893348,27894059,711
DCAF8L1,X,p,27977992,27981449,3457
MIR6134,X,p,28495555,28495663,108
IL1RAPL1,X,p,28587446,29956718,1369272
H3P43,X,p,28659065,28659469,404
RNA5SP500,X,p,28982852,28982970,118
MIR4666B,X,p,29574278,29574358,80
PIGFP3,X,p,30017160,30017881,721
MAGEB2,X,p,30215563,30220089,4526
MAGEB3,X,p,30230657,30237495,6838
MAGEB4,X,p,30242000,30244187,2187
MAGEB1,X,p,30243715,30252040,8325
PLCE1P1,X,p,30290047,30290351,304
NR0B1,X,p,30304206,30309390,5184
TASL,X,p,30558809,30577766,18957
CKS1BP6,X,p,30617454,30617693,239
FTLP2,X,p,30630298,30630825,527
GK,X,p,30653359,30731462,78103
GK-IT1,X,p,30671635,30672166,531
GK-AS1,X,p,30699998,30724174,24176
TAB3,X,p,30827442,30975084,147642
TAB3-AS1,X,p,30834623,30835300,677
TAB3-AS2,X,p,30854321,30854707,386
FTHL17,X,p,31071233,31072041,808
DMD,X,p,31097677,33339609,2241932
RNU6-894P,X,p,31348192,31348296,104
RNA5SP501,X,p,32102065,32102176,111
NPM1P8,X,p,32205902,32206738,836
MIR3915,X,p,32583656,32583752,96
MIR548F5,X,p,32641474,32641559,85
DMD-AS3,X,p,32754940,32756400,1460
TBCAP1,X,p,33041395,33041721,326
FAM47A,X,p,34129752,34132314,2562
FTH1P14,X,p,34147036,34147586,550
SRSF2P1,X,p,34387722,34388464,742
TMEM47,X,p,34627075,34657285,30210
FAM47B,X,p,34942796,34944915,2119
RNU6-1087P,X,p,35594173,35594273,100
SIAH1P1,X,p,35626142,35627064,922
NFYCP1,X,p,35761499,35762479,980
MAGEB16,X,p,35798342,35803772,5430
CFAP47,X,p,35919734,36385317,465583
RNU6-641P,X,p,36021939,36022045,106
HMGB1P16,X,p,36211096,36211635,539
RPS15AP40,X,p,36374793,36375183,390
H2AL1Q,X,p,36719829,36720573,744
TFDP1P2,X,p,36962196,36963425,1229
FAM47C,X,p,37008366,37011664,3298
FTHL18P,X,p,37043023,37043571,548
MOB1AP2,X,p,37291168,37292227,1059
PRRG1,X,p,37349309,37457292,107983
FTH1P19,X,p,37492021,37492548,527
FTH1P27,X,p,37505310,37505860,550
FAM47DP,X,p,37541077,37545262,4185
LANCL3,X,p,37571569,37684463,112894
XK,X,p,37685791,37732130,46339
H2AL1MP,X,p,37700005,37700277,272
CYBB,X,p,37780018,37813461,33443
DYNLT3,X,p,37836757,37847571,10814
RNU6-49P,X,p,37870109,37870215,106
SC4MOP,X,p,37945884,37946775,891
H2AP,X,p,37990779,37991314,535
H2AL3,X,p,37994272,37994904,632
SYTL5,X,p,38006553,38128819,122266
MIR548AJ2,X,p,38023895,38023986,91
SRPX,X,p,38149336,38220924,71588
RPGR,X,p,38269163,38327544,58381
OTC,X,p,38352586,38421446,68860
TDGF1P1,X,p,38395369,38395895,526
BAG1P1,X,p,38479215,38479913,698
FTLP16,X,p,38484752,38485264,512
UBTFL11,X,p,38531923,38534174,2251
TSPAN7,X,p,38561542,38688920,127378
RNU7-7P,X,p,38608215,38608276,61
MID1IP1,X,p,38801440,38806537,5097
MID1IP1-AS1,X,p,38801568,38803883,2315
RNU6-591P,X,p,39081180,39081285,105
LINC01281,X,p,39304956,39327362,22406
LINC01282,X,p,39367285,39391807,24522
LINC01283,X,p,39401252,39434824,33572
MIR3937,X,p,39661216,39661321,105
RN7SL732P,X,p,39786524,39786823,299
GAPDHP1,X,p,39787132,39788136,1004
OOEPP1,X,p,39791580,39791904,324
MIR1587,X,p,39837561,39837613,52
RPS11P7,X,p,39865424,39865888,464
BCOR,X,p,40049815,40177329,127514
IMPDH1P2,X,p,40359183,40360726,1543
RNU7-164P,X,p,40535502,40535563,61
ATP6AP2,X,p,40579372,40606848,27476
MPC1L,X,p,40623428,40624136,708
CXorf38,X,p,40626921,40647561,20640
MED14,X,p,40648305,40735858,87553
MED14OS,X,p,40735400,40738701,3301
DPRXP6,X,p,40758483,40759050,567
CLDN7P1,X,p,40760104,40761270,1166
TNIP2P1,X,p,40831844,40832562,718
MKRN4P,X,p,40834485,40836005,1520
SDCBPP3,X,p,40890647,40891537,890
RPL32P36,X,p,40907987,40908391,404
RPS2P55,X,p,40934982,40935864,882
CLIC4P3,X,p,41076999,41077750,751
USP9X,X,p,41085445,41236579,151134
LINC02601,X,p,41275739,41276778,1039
RNA5SP502,X,p,41292798,41292916,118
SHISA5P1,X,p,41322601,41323111,510
DDX3X,X,p,41333348,41364472,31124
RN7SL15P,X,p,41345576,41345876,300
NYX,X,p,41447343,41475710,28367
GEMIN7P1,X,p,41472264,41472653,389
CASK,X,p,41514934,41923554,408620
CASK-AS1,X,p,41520036,41522336,2300
RNU6-1321P,X,p,41570923,41571029,106
YWHAZP10,X,p,41675760,41676494,734
RN7SL144P,X,p,41683168,41683462,294
GPR34,X,p,41688973,41697275,8302
GPR82,X,p,41724181,41730130,5949
RPS15AP39,X,p,41748222,41748608,386
RNU6-202P,X,p,41919254,41919349,95
ATP5MC2P4,X,p,42098754,42099173,419
RNU6-630P,X,p,42139425,42139530,105
RNU6-1124P,X,p,42174279,42174385,106
PPP1R2C,X,p,42777366,42778163,797
SMIM15P1,X,p,43000174,43000396,222
PINCR,X,p,43176994,43226598,49604
IMPDH1P4,X,p,43278125,43279658,1533
NANOGP10,X,p,43407665,43408559,894
MAOA,X,p,43654907,43746817,91910
MAOB,X,p,43766610,43882450,115840
NDP,X,p,43948776,43973395,24619
NDP-AS1,X,p,43949732,43971582,21850
RBM39P1,X,p,44029332,44030921,1589
EFHC2,X,p,44147872,44343672,195800
TATDN2P1,X,p,44283916,44286246,2330
RRM2P3,X,p,44309314,44310476,1162
FDPSP5,X,p,44476027,44477422,1395
FUNDC1,X,p,44523639,44542859,19220
CHTF8P1,X,p,44633692,44635232,1540
RPL19P20,X,p,44649129,44649719,590
RPSAP61,X,p,44741087,44741964,877
RN7SL291P,X,p,44772773,44773061,288
DUSP21,X,p,44844021,44844888,867
KDM6A,X,p,44873188,45112779,239591
DIPK2B,X,p,45148373,45200901,52528
PLLPP1,X,p,45381527,45381995,468
LINC01204,X,p,45505388,45632121,126733
KRT8P14,X,p,45632292,45633733,1441
MFFP3,X,p,45730752,45731688,936
MIR222HG,X,p,45745210,45770274,25064
MIR221,X,p,45746157,45746266,109
MIR222,X,p,45747015,45747124,109
LINC02595,X,p,45847042,45851567,4525
SRSF6P1,X,p,45913118,45913871,753
MED28P4,X,p,45951762,45952333,571
KRT18P68,X,p,45983365,45984364,999
PCNAP3,X,p,46058751,46059528,777
LINC01186,X,p,46256759,46327680,70921
ACTBP1,X,p,46288016,46289128,1112
CTNNBL1P1,X,p,46418450,46420079,1629
GAPDHP65,X,p,46439709,46440714,1005
KRBOX4,X,p,46447292,46497422,50130
VEZTP1,X,p,46454097,46457199,3102
ZNF674,X,p,46497725,46545457,47732
RNU6-50P,X,p,46517766,46517868,102
ZNF674-AS1,X,p,46545438,46548841,3403
MKI67P1,X,p,46560928,46562749,1821
CHST7,X,p,46573765,46598496,24731
SLC9A7,X,p,46599251,46759118,159867
PGAM1P7,X,p,46646594,46647330,736
YBX1P8,X,p,46684765,46685707,942
CHMP5P1,X,p,46725164,46725818,654
RP2,X,p,46837043,46882358,45315
LINC01545,X,p,46887417,46899703,12286
JADE3,X,p,46912276,47061242,148966
RGN,X,p,47078355,47093314,14959
RNU6-1189P,X,p,47087506,47087612,106
RNU12-2P,X,p,47132671,47132826,155
NDUFB11,X,p,47142071,47145466,3395
RBM10,X,p,47145221,47186813,41592
ITPK1P1,X,p,47156638,47158199,1561
UBA1,X,p,47190861,47215128,24267
INE1,X,p,47204921,47205865,944
CDK16,X,p,47217860,47229997,12137
USP11,X,p,47232866,47248328,15462
NICN2P,X,p,47273366,47274390,1024
RN7SL785P,X,p,47280811,47281063,252
ZNF157,X,p,47370578,47414498,43920
SNORA11C,X,p,47388649,47388777,128
NPM1P49,X,p,47438736,47439774,1038
ZNF41,X,p,47445178,47483222,38044
LINC01560,X,p,47483571,47484823,1252
NUS1P1,X,p,47512602,47513483,881
ARAF,X,p,47561205,47571908,10703
SYN1,X,p,47571901,47619857,47956
TIMP1,X,p,47582408,47586789,4381
MIR4769,X,p,47587429,47587505,76
CFP,X,p,47623172,47630305,7133
ELK1,X,p,47635521,47650604,15083
UXT,X,p,47651796,47659180,7384
UXT-AS1,X,p,47658833,47692326,33493
SMSP1,X,p,47718002,47719099,1097
CXXC1P1,X,p,47722331,47725932,3601
WASF4P,X,p,47803296,47804789,1493
ZNF81,X,p,47836902,48002561,165659
RPL7P57,X,p,47840963,47841702,739
ZNF182,X,p,47974851,48003989,29138
ZNF630,X,p,47983356,48071658,88302
SPACA5,X,p,48004336,48009733,5397
ZNF630-AS1,X,p,48056310,48066583,10273
SSX6P,X,p,48109981,48119630,9649
SPACA5B,X,p,48130626,48132620,1994
RNU6-707P,X,p,48153980,48154074,94
SSXP3,X,p,48156367,48166350,9983
S100A11P5,X,p,48177731,48178023,292
SSX5,X,p,48186220,48196795,10575
RNA5SP503,X,p,48206258,48206374,116
S100A11P7,X,p,48228833,48228959,126
SSX1,X,p,48255392,48267444,12052
S100A11P6,X,p,48274904,48275047,143
SSX9P,X,p,48296816,48304867,8051
SSXP9,X,p,48322349,48326683,4334
S100A11P9,X,p,48336899,48337169,270
SSX3,X,p,48346427,48356707,10280
SSX4,X,p,48383516,48393347,9831
SSX4B,X,p,48402082,48411960,9878
SLC38A5,X,p,48458537,48470260,11723
FTSJ1,X,p,48476021,48486364,10343
PORCN-DT,X,p,48506523,48508838,2315
PORCN,X,p,48508959,48520814,11855
EBP,X,p,48521799,48528716,6917
TBC1D25,X,p,48539714,48562609,22895
RBM3,X,p,48574449,48581162,6713
MRPL32P1,X,p,48583093,48583339,246
WDR13,X,p,48590042,48608869,18827
VN1R110P,X,p,48636165,48637135,970
WAS,X,p,48676596,48691431,14835
SUV39H1,X,p,48695554,48709016,13462
RNU6-1056P,X,p,48724455,48724561,106
GLOD5,X,p,48761747,48773648,11901
ACAA2P1,X,p,48775644,48776970,1326
RNU6-29P,X,p,48776965,48777071,106
GATA1,X,p,48786540,48794311,7771
HDAC6,X,p,48801377,48824982,23605
ERAS,X,p,48826513,48830138,3625
PCSK1N,X,p,48831096,48835610,4514
PQBP1,X,p,48890197,48903402,13205
TIMM17B,X,p,48893447,48898143,4696
SLC35A2,X,p,48903180,48911958,8778
PIM2,X,p,48913182,48919024,5842
OTUD5,X,p,48922024,48958386,36362
RNU6-722P,X,p,48959179,48959282,103
KCND1,X,p,48961378,48971844,10466
GRIPAP1,X,p,48973720,49002265,28545
TFE3,X,p,49028726,49043410,14684
CCDC120,X,p,49053572,49069857,16285
PRAF2,X,p,49071161,49074002,2841
WDR45,X,p,49074433,49101170,26737
RNU4-52P,X,p,49082028,49082165,137
GPKOW,X,p,49113407,49123735,10328
RN7SL262P,X,p,49152651,49152944,293
MAGIX,X,p,49162564,49168774,6210
PLP2,X,p,49171898,49175235,3337
PRICKLE3,X,p,49174802,49186528,11726
SYP,X,p,49187815,49200218,12403
SYP-AS1,X,p,49198966,49202454,3488
CACNA1F,X,p,49205063,49233371,28308
HSPB1P2,X,p,49233956,49234501,545
CCDC22,X,p,49235470,49250520,15050
FOXP3,X,p,49250438,49264800,14362
PPP1R3F,X,p,49269793,49301461,31668
GAGE10,X,p,49303646,49319841,16195
GAGE12J,X,p,49322037,49329384,7347
GAGE13,X,p,49331582,49338949,7367
GAGE2E,X,p,49341192,49345922,4730
GAGE12B,X,p,49529869,49529985,116
GAGE12C,X,p,49532177,49539538,7361
GAGE12D,X,p,49541733,49549094,7361
GAGE12F,X,p,49551278,49568218,16940
GAGE12E,X,p,49551289,49558645,7356
GAGE12G,X,p,49570400,49577754,7354
GAGE12H,X,p,49579949,49587301,7352
GAGE2A,X,p,49589496,49596824,7328
GAGE1,X,p,49599020,49608538,9518
VDAC1P2,X,p,49632500,49633349,849
SALL1P1,X,p,49664844,49668680,3836
PAGE1,X,p,49687447,49695984,8537
PAGE4,X,p,49829260,49834264,5004
USP27X-DT,X,p,49876724,49879241,2517
USP27X,X,p,49879484,49882558,3074
CPSF1P2,X,p,49911620,49912362,742
CLCN5,X,p,49922596,50099235,176639
RNU6-421P,X,p,49945336,49945442,106
MIR532,X,p,50003148,50003238,90
MIR188,X,p,50003503,50003588,85
MIR500A,X,p,50008431,50008514,83
MIR362,X,p,50008964,50009028,64
MIR501,X,p,50009722,50009805,83
MIR500B,X,p,50010672,50010750,78
MIR660,X,p,50013241,50013337,96
MIR502,X,p,50014598,50014683,85
PYY3,X,p,50156159,50156371,212
AKAP4,X,p,50190777,50201007,10230
CCNB3,X,p,50202713,50351914,149201
DGKK,X,p,50365409,50470825,105416
SHROOM4,X,p,50586796,50814302,227506
RNU6-935P,X,p,50649641,50649740,99
H3P44,X,p,50905438,50905866,428
BMP15,X,p,50910735,50916641,5906
HMGB1P15,X,p,50931114,50931548,434
LINC01284,X,p,51095836,51224432,128596
NUDT10,X,p,51332231,51337525,5294
EZHIP,X,p,51406948,51408843,1895
NUDT11,X,p,51490011,51496592,6581
LINC01496,X,p,51498490,51511005,12515
CENPVL3,X,p,51617020,51618912,1892
CENPVL2,X,p,51681212,51682831,1619
CENPVL1,X,p,51710512,51712131,1619
GSPT2,X,p,51743442,51746232,2790
MAGED1,X,p,51803007,51902354,99347
RNU6-504P,X,p,51870706,51870809,103
IPO7P1,X,p,51921864,51922499,635
UQCR10P1,X,p,51923552,51923740,188
TPMTP3,X,p,51979223,51980012,789
MAGED4B,X,p,52061827,52069219,7392
SNORA11E,X,p,52063347,52063474,127
MAGED4,X,p,52184876,52192268,7392
SNORA11D,X,p,52190621,52190748,127
MIR8088,X,p,52336557,52336642,85
XAGE2,X,p,52369021,52375680,6659
RBM22P6,X,p,52485046,52485912,866
XAGE1A,X,p,52495808,52500812,5004
RBM22P7,X,p,52509903,52510182,279
XAGE1B,X,p,52512077,52520803,8726
SSXP4,X,p,52598494,52603289,4795
SSXP1,X,p,52606535,52611758,5223
SSX8P,X,p,52624998,52632891,7893
SSX7,X,p,52644061,52654900,10839
RNA5SP504,X,p,52665231,52665347,116
SSXP5,X,p,52672718,52677051,4333
S100A11P10,X,p,52687363,52687633,270
SSX2,X,p,52696896,52707178,10282
SSX2B,X,p,52751132,52790305,39173
S100A11P8,X,p,52770809,52771080,271
SPANXN5,X,p,52796144,52797427,1283
XAGE5,X,p,52811287,52818301,7014
EIF4A2P4,X,p,52832704,52833899,1195
XAGE3,X,p,52862525,52868083,5558
FAM156B,X,p,52891306,52908560,17254
FAM156A,X,p,52926402,52995472,69070
GPR173,X,p,53048789,53080615,31826
TSPYL2,X,p,53082367,53088540,6173
KANTR,X,p,53094142,53170914,76772
ACTG1P10,X,p,53142832,53143913,1081
KDM5C,X,p,53176283,53225422,49139
MIR6895,X,p,53195411,53195488,77
MIR6894,X,p,53198889,53198945,56
KDM5C-IT1,X,p,53212408,53214679,2271
IQSEC2,X,p,53225828,53321350,95522
RPSAP62,X,p,53322990,53323822,832
MPV17L2P1,X,p,53340986,53341505,519
SMC1A,X,p,53374149,53422728,48579
MIR6857,X,p,53405673,53405765,92
RIBC1,X,p,53422690,53431120,8430
HSD17B10,X,p,53431258,53434370,3112
TIPINP1,X,p,53456273,53457029,756
VTRNA3-1P,X,p,53462209,53462310,101
HUWE1,X,p,53532096,53686752,154656
MIR98,X,p,53556223,53556341,118
MIRLET7F2,X,p,53557192,53557274,82
MRPL32P2,X,p,53807776,53808623,847
MRPS18CP7,X,p,53825887,53826309,422
RNA5SP505,X,p,53909054,53909161,107
PHF8,X,p,53936676,54048958,112282
FAM120C,X,p,54068324,54183281,114957
RPL37P24,X,p,54147372,54147659,287
WNK3,X,p,54192823,54358642,165819
RPL7AP71,X,p,54223324,54224062,738
RNU6-434P,X,p,54343546,54343652,106
TSR2,X,p,54440404,54448032,7628
FGD1,X,p,54445454,54496234,50780
GNL3L,X,p,54530183,54621521,91338
PGAM4P1,X,p,54671985,54672638,653
ITIH6,X,p,54748918,54798255,49337
MAGED2,X,p,54807599,54816015,8416
SNORA11,X,p,54814370,54814497,127
TRO,X,p,54920462,54931431,10969
SNORA11G,X,p,54927305,54927433,128
PFKFB1,X,p,54932961,54998534,65573
APEX2,X,p,55000363,55009057,8694
ALAS2,X,p,55009055,55030977,21922
HDGFL3P1,X,p,55054945,55055838,893
PAGE2B,X,p,55075030,55078909,3879
PAGE2,X,p,55089018,55092842,3824
FAM104B,X,p,55143102,55161310,18208
MTCO1P52,X,p,55178207,55178737,530
MTND2P24,X,p,55179194,55179999,805
MTND1P30,X,p,55180377,55181277,900
PAGE5,X,p,55220346,55224108,3762
PAGE3,X,p,55258415,55264916,6501
MIR4536-2,X,p,55451495,55451582,87
MIR4536-1,X,p,55451495,55451582,87
MAGEH1,X,p,55452127,55453566,1439
USP51,X,p,55484616,55489848,5232
PSMA5P1,X,p,55599663,55600106,443
FOXR2,X,p,55623400,55626192,2792
RRAGB,X,p,55717749,55758774,41025
GOT2P6,X,p,55961208,55962482,1274
KLF8,X,p,56232356,56291531,59175
RPL23AP83,X,p,56242937,56243409,472
UBQLN2,X,p,56563627,56567868,4241
NBDY,X,p,56729241,56819179,89938
UQCRBP1,X,p,56737242,56737577,335
SPIN3,X,p,56818298,56995827,177529
SPIN2P1,X,p,57068914,57069685,771
SPIN2B,X,p,57118551,57121548,2997
SPIN2A,X,p,57134530,57137523,2993
PPP1R11P2,X,p,57229034,57229415,381
FAAH2,X,p,57286706,57489193,202487
MTHFD1P1,X,p,57392646,57395409,2763
ZXDB,X,p,57592011,57597477,5466
NLRP2B,X,p,57677067,57680260,3193
MDH1P1,X,p,57766320,57767292,972
ZXDA,X,p,57905430,57910458,5028
MYCLP2,X,p,57933837,57934803,966
KRT8P17,X,p,57984686,57986133,1447
SSBL2P,X,q,62779250,62780326,1076
MTND1P31,X,q,62842542,62843502,960
MTND2P25,X,q,62843697,62844306,609
ZFRP1,X,q,62878811,62884842,6031
LINC01278,X,q,63222993,63561095,338102
CBX1P1,X,q,63299247,63299673,426
SPIN4,X,q,63347228,63351332,4104
SPIN4-AS1,X,q,63349646,63352178,2532
ARHGEF9,X,q,63634967,63809274,174307
ARHGEF9-IT1,X,q,63670196,63671502,1306
BTF3P8,X,q,63766875,63767400,525
MIR1468,X,q,63786002,63786087,85
HNRNPDP1,X,q,64044305,64045058,753
AMER1,X,q,64185117,64205708,20591
RN7SL799P,X,q,64210691,64210988,297
ASB12,X,q,64224194,64230607,6413
MTMR8,X,q,64268081,64395452,127371
KPNA4P1,X,q,64305047,64306733,1686
PFN5P,X,q,64405473,64406136,663
SHC1P1,X,q,64432401,64434145,1744
YWHAZP7,X,q,64612632,64613262,630
KRT8P27,X,q,64623117,64624573,1456
GRPEL2P2,X,q,64697878,64698547,669
BLOC1S2P1,X,q,64726748,64727048,300
ZC4H2,X,q,64915802,65034713,118911
ZC3H12B,X,q,65034788,65507887,473099
CCT4P2,X,q,65270913,65273019,2106
MORF4L1P5,X,q,65327988,65331233,3245
PRXL2CP1,X,q,65356890,65357547,657
